runId,modelId,systemId,profile,benchmarkId,y,yHat,z,used
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,hle-no-tools,-3.1574175,-2.687865,-0.043098737,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,lmarena-text-style-controlled,-0.15169102,-0.1797611,0.039130952,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,matharena-composite,-4.498799,-3.1748958,-0.06813272,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet-20241022,claude-3.5-sonnet-20241022@max-common,max,metr-time-horizon-1.1,-1.8204197,-1.6994416,-0.03405668,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet,claude-3.5-sonnet@max-common,max,lmarena-text-style-controlled,-0.3300583,-0.31125617,-0.038842704,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.5-sonnet,claude-3.5-sonnet@max-common,max,metr-time-horizon-1.1,-2.2448115,-1.9336842,-0.10032119,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,arc-agi-2-semi-private,-4.8980875,-5.281741,-0.0338038,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,hle-no-tools,-2.4369247,-2.423036,0.002148603,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,lmarena-text-style-controlled,-0.16178055,-0.1427843,-0.05767188,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@max-common,max,matharena-composite,-3.0785682,-2.8161855,-0.011710867,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@std-common,std,arc-agi-2-semi-private,-5.293305,-6.0762005,-0.08245504,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-3.7-sonnet,claude-3.7-sonnet@std-common,std,hle-no-tools,-2.4369247,-2.704714,0.024670383,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,arc-agi-2-semi-private,2.1972246,2.2454972,-0.68418854,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,frontiermath-v2-tier-4,1.974081,1.3704945,0.059471227,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,frontiermath-v2-tiers-1-3,2.2168715,1.9562281,0.0205149,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,hle-no-tools,0.15205869,-0.035062637,0.12057102,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,lmarena-text-style-controlled,0.5999,0.63529074,-0.05734057,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,0.8856903,0.8239321,0.071601994,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,terminal-bench-4.0,0.2888533,-0.124704055,0.82866,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,vals-finance-agent-v2-partial,0.35888293,0.3819826,-0.0025928896,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@max-common,max,vending-bench-2,-3.5385728,-2.6792436,-0.6798154,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5.1,claude-fable-5.1@std-common,std,arc-agi-2-semi-private,1.6708063,1.4530454,0.36290932,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,arc-agi-2-semi-private,2.0788333,2.044896,-0.314104,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,deepswe-1.1,0.8395906,0.8666283,-0.010810304,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,frontiermath-v2-tier-4,1.974081,1.1915119,0.09980686,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,frontiermath-v2-tiers-1-3,1.9025109,1.8363492,0.0012725691,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,hle-no-tools,0.31456855,-0.12688631,0.028654562,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,lmarena-text-style-controlled,0.61688656,0.60585254,0.011402065,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,matharena-composite,0.1442496,0.07615228,0.00022382733,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,0.88085806,0.8382854,0.045871086,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,tau3-bench-banking,-0.41836852,-0.30147785,-0.07276575,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,terminal-bench-4.0,-0.25222567,-0.61035997,0.47779888,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,vals-finance-agent-v2-partial,0.2539155,0.2994194,-0.003784702,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@max-common,max,vending-bench-2,-3.6650097,-3.034328,-0.5451744,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@std-common,std,arc-agi-2-semi-private,1.5012631,1.0989907,0.58851254,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@std-common,std,deepswe-1.1,0.71129745,0.37578773,0.3660066,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@std-common,std,scicode-verified-v2-main-with-background,1.4663371,1.7383629,-0.07215771,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@std-common,std,swe-rebench,0.59732926,0.54383606,0.0072797914,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-fable-5,claude-fable-5@std-common,std,vending-bench-2,-3.6883469,-3.3610296,-0.6227722,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-haiku-4.5,claude-haiku-4.5@max-common,max,arc-agi-2-semi-private,-3.6571088,-4.337303,0.58570653,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-haiku-4.5,claude-haiku-4.5@max-common,max,deepswe,-5.293305,-4.5538626,-0.19931075,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-haiku-4.5,claude-haiku-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,-1.8833898,-1.9101248,0.017825127,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-haiku-4.5,claude-haiku-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-1.9367985,-1.7142426,-0.36713845,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-haiku-4.5,claude-haiku-4.5@max-common,max,vending-bench-2,-7.1010723,-5.862696,-0.20452099,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,frontiermath-v2-tier-4,-3.6888795,-3.3160899,-0.0023728537,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,frontiermath-v2-tiers-1-3,-1.933934,-1.2106068,-0.057381302,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,gdpval,-0.25593337,-0.7189759,0.8773842,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,hle-no-tools,-2.2110884,-1.6892463,-0.09997227,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,lmarena-text-style-controlled,0.27430275,0.24545512,0.042653307,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,mcpmark,-0.8510502,-0.86730283,0.048268072,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.1,claude-opus-4.1@max-common,max,metr-time-horizon-1.1,-0.6746751,-0.53500557,-0.049924284,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,arc-agi-2-semi-private,-1.2184081,-1.6186229,0.21720333,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,frontiermath-v2-tier-4,-2.9704144,-1.959605,-0.064194165,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,frontiermath-v2-tiers-1-3,-0.6461411,-0.28958228,-0.026363887,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,gdpval,-0.17926642,-0.41628602,0.19735377,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,hle-no-tools,-1.366713,-1.2409278,-0.018476984,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,lmarena-text-style-controlled,0.3995119,0.35184282,0.10807462,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,mcpmark,-0.30965072,-0.07335502,-0.25441226,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,metr-time-horizon-1.1,0.09736512,-0.08996555,0.05017076,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.17242593,-0.18560454,0.01408114,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,tau3-bench-banking,-1.1124057,-1.1827958,0.028234784,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.5,claude-opus-4.5@max-common,max,vending-bench-2,-3.6648886,-4.1967874,0.43004924,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,arc-agi-2-semi-private,0.7248484,0.3468027,0.85186696,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,deepswe,-0.9643,-0.6874397,-0.11122252,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,frontiermath-v2-tier-4,-1.0033021,-0.27384225,-0.10027968,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,frontiermath-v2-tiers-1-3,0.661731,0.8436721,-0.0034054213,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,hle-no-tools,-0.96944267,-0.73724836,-0.050425418,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,lmarena-text-style-controlled,0.58201,0.5254726,0.28325763,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,matharena-composite,-1.0668635,-0.60822475,-0.04557827,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,metr-time-horizon-1.1,0.7447302,0.54053473,0.035278123,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.120144315,-0.002650225,-0.17674209,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,tau3-bench-banking,-0.978468,-0.5308022,-0.43630108,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.6,claude-opus-4.6@max-common,max,vending-bench-2,-2.9741106,-3.3211567,0.2599782,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,arc-agi-2-semi-private,0.8350253,0.65800977,0.31076583,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,deepswe,-0.29220983,-0.2325935,-0.050732594,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,frontiermath-v2-tier-4,-0.7672551,-0.007325143,-0.09779152,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,frontiermath-v2-tiers-1-3,0.8556661,1.0260166,-0.0041011125,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,hle-no-tools,-0.33712375,-0.6111659,0.16265795,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,lmarena-text-style-controlled,0.5657646,0.5417732,0.078772485,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,matharena-composite,-1.3009808,-0.47826377,-0.09705357,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,0.06802622,0.16120479,-0.12928781,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,tau3-bench-banking,-0.39688137,-0.33714896,-0.0515143,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,vals-finance-agent-v2-partial,0.060378335,0.20703313,-0.03352206,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.7,claude-opus-4.7@max-common,max,vending-bench-2,-2.526166,-3.0577667,0.6279186,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,arc-agi-2-semi-private,0.77533376,0.854968,-0.025523858,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,deepswe,0.17803216,-0.010185104,0.19011159,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,deepswe-1.1,-0.0453002,0.2180667,-0.35354486,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,frontiermath-v2-tier-4,0.24512246,0.17073327,0.011510547,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,frontiermath-v2-tiers-1-3,1.3862944,1.1478571,0.01197342,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,hle-no-tools,-0.008000042,-0.55109495,0.3475908,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,lmarena-text-style-controlled,0.44680133,0.45561332,-0.033338424,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,matharena-composite,-0.3063742,-0.39541483,0.005747406,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,scicode-verified-v2-main-with-background,1.2729657,1.5915161,-0.07874908,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,0.120144315,0.17470951,-0.079273894,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,tau3-bench-banking,-0.41836852,-0.5683937,0.090104535,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,vals-finance-agent-v2-partial,0.15704195,0.14779766,-0.0005228814,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4.8,claude-opus-4.8@max-common,max,vending-bench-2,-3.6930828,-3.3503468,-0.64092594,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4,claude-opus-4@max-common,max,arc-agi-2-semi-private,-2.9163666,-3.5860083,0.0804781,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4,claude-opus-4@max-common,max,hle-no-tools,-2.322809,-1.9611233,-0.07718687,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4,claude-opus-4@max-common,max,matharena-composite,-2.5268092,-2.1506503,-0.021084392,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-4,claude-opus-4@max-common,max,metr-time-horizon-1.1,-0.6754357,-0.7843789,0.03873337,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,arc-agi-2-semi-private,2.2934525,2.1664062,-0.22935325,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,deepswe-1.1,1.012063,1.01508,0.010802083,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,frontiermath-v2-tier-4,1.0033021,1.2961622,-0.032965682,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,frontiermath-v2-tiers-1-3,1.7835962,1.9087173,-0.0035732123,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,hle-no-tools,0.25253356,-0.19876383,0.057819884,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,lmarena-text-style-controlled,0.50486565,0.574056,-0.19094461,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,matharena-composite,0.954404,0.123605825,0.088107735,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,0.40130016,0.44467032,-0.037455864,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,tau3-bench-banking,-0.05155781,-0.00006470724,-0.03285228,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,terminal-bench-4.0,0.072832175,-0.16019042,0.24371698,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,vals-finance-agent-v2-partial,0.34881422,0.3498137,0.0060953856,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@max-common,max,vending-bench-2,-2.49419,-2.5741782,0.04169827,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@std-common,std,arc-agi-2-semi-private,2.0243819,1.3911735,0.35904196,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@std-common,std,deepswe-1.1,0.7383504,0.5384925,0.24358413,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@std-common,std,lmarena-text-style-controlled,0.5372372,0.49087074,0.09094281,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-opus-5,claude-opus-5@std-common,std,swe-rebench,0.5504252,0.6553757,-0.016245758,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,arc-agi-2-semi-private,-2.4568493,-2.623313,0.026908308,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,frontiermath-v2-tier-4,-3.6888795,-2.8202112,-0.036865797,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,frontiermath-v2-tiers-1-3,-1.1603897,-0.87299055,-0.014885563,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,gdpval,-0.30228087,-0.7082573,0.70049614,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,hle-no-tools,-2.0883863,-1.6631751,-0.10553186,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,lmarena-text-style-controlled,0.31743544,0.2533525,0.15427841,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,matharena-composite,-2.164327,-1.7705649,-0.030295221,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,mcpmark,-0.74963886,-0.49269998,-0.14369625,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,-1.1691979,-0.93661875,-0.4224344,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.8141822,-0.85116374,0.047771383,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,tau3-bench-banking,-1.0849135,-1.4285908,0.2512554,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.5,claude-sonnet-4.5@max-common,max,vending-bench-2,-4.036647,-4.4823985,0.23700158,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,arc-agi-2-semi-private,0.38787517,0.17177732,0.22161144,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,deepswe,-0.7644847,-0.77969396,0.009345918,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,deepswe-1.1,-0.85046744,-0.16026871,-0.5826684,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,lmarena-text-style-controlled,0.41670525,0.384774,0.055574484,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-0-0,-0.5971325,-0.5700976,-0.027235886,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.71724474,-0.537366,-0.29779866,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,vals-finance-agent-v2-partial,0.041405916,0.05197528,-0.0019625411,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4.6,claude-sonnet-4.6@max-common,max,vending-bench-2,-3.1284537,-3.394996,0.27498883,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4,claude-sonnet-4@max-common,max,arc-agi-2-semi-private,-3.3514185,-3.4572356,-0.2654433,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4,claude-sonnet-4@max-common,max,hle-no-tools,-2.6283524,-1.9911518,-0.1563112,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4,claude-sonnet-4@max-common,max,lmarena-text-style-controlled,-0.055451777,-0.008323701,-0.10907841,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-4,claude-sonnet-4@max-common,max,mcpmark,-0.9541002,-1.0350372,0.39728987,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,deepswe-1.1,0.053091854,0.106213115,-0.0131075205,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,frontiermath-v2-tier-4,-0.8823892,-0.3283244,-0.05316202,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,frontiermath-v2-tiers-1-3,0.6461411,0.8097805,-0.0055068717,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,hle-no-tools,-0.27369583,-0.8500685,0.43764126,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.69459337,-0.44294134,-0.77613866,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,terminal-bench-4.0,-1.9532446,-1.5899829,-0.47330415,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,vals-finance-agent-v2-partial,0.15667973,0.055607926,0.021829426,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@max-common,max,vending-bench-2,-3.3042433,-3.5172796,0.19284211,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@std-common,std,deepswe-1.1,-0.71704394,-0.35624656,-0.113665715,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@std-common,std,lmarena-text-style-controlled,0.35900664,0.3139881,0.09112873,true
17c60fe7-1141-4917-8975-d0209ed1a799,claude-sonnet-5,claude-sonnet-5@std-common,std,swe-rebench,0.2719337,0.050550576,0.045458246,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v3.2,deepseek-v3.2@max-common,max,hle-no-tools,-1.0922225,-1.5374218,0.026450224,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v3.2,deepseek-v3.2@max-common,max,lmarena-text-style-controlled,0.14532976,0.15526237,-0.01980773,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v3.2,deepseek-v3.2@max-common,max,matharena-composite,-1.7824571,-1.6532241,-0.014203914,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v3.2,deepseek-v3.2@max-common,max,mcpmark,-0.6935966,-0.707767,0.117654845,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v3.2,deepseek-v3.2@max-common,max,vending-bench-2,-5.929038,-4.6728816,-0.34502804,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-flash-0731,deepseek-v4-flash-0731@max-common,max,arc-agi-2-semi-private,0.05216163,-0.64050287,0.12834786,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-flash-0731,deepseek-v4-flash-0731@max-common,max,frontiermath-v2-tier-4,-1.1314021,-1.1185997,0.0073012025,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-flash-0731,deepseek-v4-flash-0731@max-common,max,frontiermath-v2-tiers-1-3,0.3040759,0.27712342,0.0038497366,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-flash-0731,deepseek-v4-flash-0731@max-common,max,simpleqa-verified-epoch-anti-abstention-v1-2-0,-0.67966384,-0.5790125,-0.13540784,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-flash-0731,deepseek-v4-flash-0731@max-common,max,vals-finance-agent-v2-partial,-0.019320602,-0.07498389,0.007829143,true
17c60fe7-1141-4917-8975-d0209ed1a799,deepseek-v4-pro-0424,deepseek-v4-pro-0424@max-common,max,deepswe,-2.509121,-2.2883234,-0.061018355,true
