runId,modelId,benchmarkId,y,yHat,z,used
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-3.5-sonnet-20241022,lmarena-text-style-controlled,-0.06587412,-0.09558747,7.268425,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-3.5-sonnet-20241022,matharena-composite,-4.498799,-4.2436414,-0.45357215,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-3.7-sonnet,hle-no-tools,-2.4369247,-2.4156466,-0.28817746,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-3.7-sonnet,livecodebench-v6-pro,0.06001801,0.065605104,-0.090695746,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-3.7-sonnet,matharena-composite,-3.1026032,-3.3540356,0.69910055,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,arc-agi-2-semi-private,2.1078794,2.122785,-0.050748266,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,frontiermath-v2-tier-4,1.974081,1.3351129,1.3710895,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,frontiermath-v2-tiers-1-3,1.9025109,2.0689805,-0.96100956,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,hle-no-tools,0.31456855,0.26571396,1.2064121,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,lmarena-text-style-controlled,0.26851147,0.25960967,1.4020017,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5,matharena-composite,0.1442496,0.17752214,-0.77264327,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5.1,arc-agi-2-semi-private,2.1972246,2.2025151,-0.017386675,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5.1,frontiermath-v2-tier-4,1.974081,1.4122964,1.2054702,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5.1,frontiermath-v2-tiers-1-3,2.2168715,2.1217084,0.48649752,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-fable-5.1,hle-no-tools,-0.14022934,0.29480648,-10.606152,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4,livecodebench-v6-pro,0.4179809,0.44950932,-0.50105107,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4,matharena-composite,-2.5563657,-2.959353,1.6488669,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.1,frontiermath-v2-tier-4,-3.6888795,-4.666133,0.9885249,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.1,frontiermath-v2-tiers-1-3,-1.933934,-2.0307782,0.5525744,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.1,livecodebench-v6-pro,0.5236463,0.60281116,-1.2428243,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.1,lmarena-text-style-controlled,0.11917384,0.020254599,25.843039,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.5,frontiermath-v2-tier-4,-2.9704144,-2.6417835,-0.46420097,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.5,frontiermath-v2-tiers-1-3,-0.6461411,-0.6478414,0.013871019,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.5,lmarena-text-style-controlled,0.17339942,0.10099421,17.738045,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.6,frontiermath-v2-tier-4,-1.0033021,-0.97643906,-0.078048244,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.6,frontiermath-v2-tiers-1-3,0.661731,0.48984084,1.3988849,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.6,lmarena-text-style-controlled,0.24395949,0.16741519,17.510227,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.6,matharena-composite,-1.0721207,-0.9700288,-2.3768268,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,arc-agi-2-semi-private,1.1417457,-0.010217654,5.4046993,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,frontiermath-v2-tier-4,-0.7672551,-0.72975993,-0.114413515,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,frontiermath-v2-tiers-1-3,0.8556661,0.65835994,1.5503552,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,hle-no-tools,-0.5666941,-0.5125923,-1.3026836,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,lmarena-text-style-controlled,0.23589252,0.1772538,11.85926,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.7,matharena-composite,-1.306936,-0.84756696,-8.38829,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,arc-agi-2-semi-private,0.94843334,1.0887644,-0.6896197,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,frontiermath-v2-tier-4,0.24512246,0.3341198,-0.28961936,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,frontiermath-v2-tiers-1-3,1.3862944,1.3851507,0.007857123,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,hle-no-tools,-0.008000042,-0.11158735,2.589662,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,livecodebench-v6-pro,1.0563897,3.017355,-27.868137,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,lmarena-text-style-controlled,0.18238218,0.21968582,-6.8143716,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-4.8,matharena-composite,-0.3063742,-0.31941265,0.36727828,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-5,arc-agi-2-semi-private,2.244788,2.0193608,0.7267945,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-5,frontiermath-v2-tier-4,1.0033021,1.2349921,-0.67315453,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-5,frontiermath-v2-tiers-1-3,1.7835962,2.0005827,-1.3079345,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-5,hle-no-tools,0.25334644,0.22797574,0.62921226,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-opus-5,matharena-composite,0.9794547,0.12781802,12.269976,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4,livecodebench-v6-pro,0.32687983,0.32599565,0.014169753,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4,lmarena-text-style-controlled,-0.023997687,-0.0026092022,-3.8030782,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.5,frontiermath-v2-tier-4,-3.6888795,-3.3818388,-0.31058207,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.5,frontiermath-v2-tiers-1-3,-1.1603897,-1.1534109,-0.051088706,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.5,lmarena-text-style-controlled,0.1377951,0.07147768,17.837584,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.5,matharena-composite,-2.1861625,-2.1641695,-0.1349278,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.6,arc-agi-2-semi-private,0.3363351,0.29347426,0.23147771,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-4.6,lmarena-text-style-controlled,0.18093078,0.18897943,-1.7460009,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-5,frontiermath-v2-tier-4,-0.8823892,-0.6640746,-0.65136254,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-5,frontiermath-v2-tiers-1-3,0.6461411,0.703233,-0.46577272,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,claude-sonnet-5,hle-no-tools,-0.27369583,-0.48783374,5.303708,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,deepseek-v3.2,arc-agi-2-semi-private,-3.1702693,-1.6637584,-3.2455115,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,deepseek-v3.2,hle-no-tools,-1.093286,-1.1159488,0.49131614,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,deepseek-v3.2,lmarena-text-style-controlled,0.06321481,0.11341011,-11.07084,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-1.5-pro,arc-agi-2-semi-private,-4.8202815,-6.3961287,1.5378203,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-1.5-pro,hle-no-tools,-3.0320222,-2.8427322,-1.9855293,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-1.5-pro,livecodebench-v6-pro,-0.4515176,-0.48153797,0.47537628,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-1.5-pro,lmarena-text-style-controlled,-0.12252543,-0.0693081,-12.272416,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.0-flash-thinking,hle-no-tools,-2.656329,-2.635732,-0.2551074,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-flash,hle-no-tools,-1.9848762,-1.9480344,-0.5991575,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-flash,lmarena-text-style-controlled,0.024601426,0.025363637,-0.24185508,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-flash,matharena-composite,-2.4979787,-2.7381544,1.0661249,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro,frontiermath-v2-tier-4,-5.293305,-3.1973538,-0.9694198,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro,frontiermath-v2-tiers-1-3,-1.1221428,-1.0273799,-0.70060396,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro,hle-no-tools,-1.2867701,-1.442695,3.2188246,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro,lmarena-text-style-controlled,0.11412058,0.07883572,11.084339,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro,matharena-composite,-2.1751974,-2.0725837,-0.65773225,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro-20250325,hle-no-tools,-1.5055448,-1.5007576,-0.09235156,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro-20250506,hle-no-tools,-1.5299568,-1.5230135,-0.13274878,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-2.5-pro-20250506,matharena-composite,-2.164327,-2.1783693,0.07944775,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,arc-agi-2-semi-private,-0.6807228,-0.8581895,0.9183181,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,frontiermath-v2-tier-4,-1.5804504,-1.5506469,-0.07353709,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,frontiermath-v2-tiers-1-3,0.04913269,0.09757003,-0.41584387,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,hle-no-tools,-0.67669207,-0.82200676,3.4344025,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,lmarena-text-style-controlled,0.18431354,0.14451335,7.060124,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-flash,matharena-composite,-1.3492073,-1.2550895,-1.3123851,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-pro,hle-no-tools,-0.5099724,-0.58074117,1.7113861,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-pro,livecodebench-v6-pro,2.376273,2.416318,-0.36274114,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-pro,lmarena-text-style-controlled,0.21400791,0.17004268,8.939574,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3-pro,matharena-composite,-1.3370233,-0.9373242,-5.3794794,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,arc-agi-2-semi-private,1.212834,-0.26352635,6.7976866,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,frontiermath-v2-tier-4,-1.0033021,-0.97497773,-0.082293965,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,frontiermath-v2-tiers-1-3,0.3908663,0.49083912,-0.842406,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,hle-no-tools,-0.14264137,-0.60502154,11.500903,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,lmarena-text-style-controlled,0.21686473,0.16747348,12.035319,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.1-pro,matharena-composite,-1.5715187,-0.9693033,-4.9432335,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.7-flash,arc-agi-2-semi-private,1.702288,0.20390223,5.927232,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.7-flash,frontiermath-v2-tier-4,-0.5500463,-0.5224792,-0.08707119,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.7-flash,frontiermath-v2-tiers-1-3,0.9236708,0.7999641,0.95833486,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.7-flash,matharena-composite,-0.84729785,-0.7446642,-2.0124254,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gemini-3.8-flash,matharena-composite,-0.60587823,-0.6053861,-0.0122445775,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-4.5,hle-no-tools,-2.399642,-1.9916873,-5.6475263,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-4.5,lmarena-text-style-controlled,0.027917188,0.020744534,1.1392424,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-4.5,matharena-composite,-2.1113348,-2.7956486,4.3059473,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-4.6,lmarena-text-style-controlled,0.062037654,0.10398975,-8.35317,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-4.6,matharena-composite,-1.7424659,-1.7594897,0.13644826,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5,arc-agi-2-semi-private,-2.974311,-1.0266033,-4.5879016,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5,hle-no-tools,-0.82360005,-0.88345885,1.3779716,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5,lmarena-text-style-controlled,0.14445342,0.13801084,1.161218,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5,matharena-composite,-1.405151,-1.3360267,-1.0209934,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.2,arc-agi-2-semi-private,-1.2210598,-0.46673837,-3.4654148,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.2,frontiermath-v2-tier-4,-0.8823892,-1.1716989,0.86318344,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.2,frontiermath-v2-tiers-1-3,0.3724786,0.35644877,0.1353075,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.2,hle-no-tools,-0.38467434,-0.679171,7.228305,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.2,matharena-composite,-1.1093075,-1.066964,-1.1060102,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.3,frontiermath-v2-tier-4,-0.8823892,-0.63116306,-0.7495572,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,glm-5.3,frontiermath-v2-tiers-1-3,0.7894783,0.72571653,0.5075158,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1,arc-agi-2-semi-private,-5.293305,-5.2842965,-0.006960246,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1,frontiermath-v2-tiers-1-3,-2.7577736,-2.829551,0.29197508,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1,hle-no-tools,-2.8632586,-2.4370384,-4.7949595,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1,livecodebench-v6-pro,0.04800922,0.038199823,0.15926246,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1,lmarena-text-style-controlled,0.036111675,-0.026379934,13.145214,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1-mini,arc-agi-2-semi-private,-5.293305,-5.0072956,-0.22098728,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1-mini,frontiermath-v2-tiers-1-3,-2.6390574,-2.6463616,0.03129436,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1-mini,lmarena-text-style-controlled,-0.044099938,-0.015684841,-5.140227,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1-nano,arc-agi-2-semi-private,-5.293305,-4.6715794,-0.48038116,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.1-nano,lmarena-text-style-controlled,-0.19468994,-0.002722733,-19.469875,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.5,arc-agi-2-semi-private,-4.8202815,-6.28321,1.427626,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4.5,hle-no-tools,-2.8554554,-2.8015294,-0.6109019,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4o-2024-11-20,arc-agi-2-semi-private,-5.293305,-8.110862,2.177007,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-4o-2024-11-20,hle-no-tools,-3.5769615,-3.468417,-0.8795833,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,arc-agi-2-semi-private,-2.2128778,-0.84518915,-4.46658,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,frontiermath-v2-tier-4,-1.2685113,-1.5380617,0.7316217,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,frontiermath-v2-tiers-1-3,0.21840794,0.1061676,0.9581766,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,hle-no-tools,-1.0816177,-0.81726307,-5.76318,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,livecodebench-v6-pro,2.1535494,2.1133077,0.3990004,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-2025-08-07,matharena-composite,-1.658228,-1.2488418,-3.5938292,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-mini,arc-agi-2-semi-private,-3.0691,-1.4163648,-3.7292666,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-mini,frontiermath-v2-tier-4,-1.974081,-2.0909936,0.25086948,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-mini,frontiermath-v2-tiers-1-3,-0.13353139,-0.2715685,1.1827954,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-mini,hle-no-tools,-1.4216695,-1.025678,-7.8419833,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-mini,matharena-composite,-1.9187591,-1.5233402,-2.9821,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-nano,arc-agi-2-semi-private,-3.6193733,-3.0558496,-0.98419315,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-nano,frontiermath-v2-tier-4,-3.6888795,-3.6781118,-0.010891902,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-nano,frontiermath-v2-tiers-1-3,-1.3862944,-1.3558103,-0.20943274,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-nano,matharena-composite,-2.164327,-2.3112519,0.9171997,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-pro,arc-agi-2-semi-private,-1.4941477,-0.7169105,-3.2942512,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-pro,frontiermath-v2-tier-4,-1.417066,-1.4138803,-0.008278441,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-pro,frontiermath-v2-tiers-1-3,0.2326223,0.19100222,0.35502005,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5-pro,hle-no-tools,-0.7703657,-0.7704558,0.0020974434,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.1,frontiermath-v2-tier-4,-1.9459101,-2.6340358,1.4923166,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.1,frontiermath-v2-tiers-1-3,-0.8001193,-0.64254844,-1.2516772,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.1,lmarena-text-style-controlled,0.097146146,0.10130323,-0.89217204,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.1,matharena-composite,-1.673185,-1.792929,1.2004724,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,arc-agi-2-semi-private,0.11653169,0.057508588,0.3227349,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,frontiermath-v2-tier-4,-0.7675931,-0.6641969,-0.31548503,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,frontiermath-v2-tiers-1-3,0.7263327,0.70314944,0.18664877,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,hle-no-tools,-0.954404,-0.48787984,-10.427965,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,lmarena-text-style-controlled,0.089597784,0.17986873,-21.764492,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2,matharena-composite,-0.5365092,-0.8150188,3.6309004,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2-pro,arc-agi-2-semi-private,0.16678555,0.39335692,-1.2366798,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2-pro,frontiermath-v2-tier-4,-0.16034265,-0.33907583,0.5841377,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2-pro,frontiermath-v2-tiers-1-3,1.0459685,0.92525625,0.909421,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.2-pro,hle-no-tools,-0.54941565,-0.36533293,-4.433718,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,arc-agi-2-semi-private,1.0433714,0.83830565,0.98595405,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,frontiermath-v2-tier-4,-0.040005334,0.091660894,-0.43161026,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,frontiermath-v2-tiers-1-3,1.3007722,1.2195146,0.5724254,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,hle-no-tools,-0.56496257,-0.20297666,-8.720199,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,lmarena-text-style-controlled,0.163817,0.21001554,-9.513589,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4,matharena-composite,-0.40963352,-0.43977937,0.5906003,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4-pro,arc-agi-2-semi-private,1.609198,1.2567492,1.438981,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4-pro,frontiermath-v2-tier-4,0.3448405,0.49673897,-0.49072015,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4-pro,frontiermath-v2-tiers-1-3,1.5475625,1.4962442,0.3352412,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4-pro,hle-no-tools,-0.22818497,-0.0502918,-4.4124494,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.4-pro,matharena-composite,0.104093894,-0.2386817,3.4184873,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,arc-agi-2-semi-private,1.734601,1.7270348,0.029595563,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,frontiermath-v2-tier-4,0.9694006,0.9520033,0.05093906,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,frontiermath-v2-tiers-1-3,1.7553918,1.8072586,-0.3157788,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,hle-no-tools,-0.3474538,0.12130959,-11.5444355,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,lmarena-text-style-controlled,0.19308807,0.24432962,-10.463453,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5,matharena-composite,0.4305291,-0.012669494,8.296277,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-instant,frontiermath-v2-tier-4,-3.6888795,-3.2026024,-0.49188557,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-instant,frontiermath-v2-tiers-1-3,-1.0296195,-1.0309654,0.010180727,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-instant,lmarena-text-style-controlled,0.18394038,0.07862638,16.134722,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-pro,arc-agi-2-semi-private,1.6701814,1.7647403,-0.3782021,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-pro,frontiermath-v2-tier-4,1.2685113,0.98850447,0.7600029,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-pro,frontiermath-v2-tiers-1-3,1.9661129,1.8321944,0.7549367,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.5-pro,hle-no-tools,-0.27777234,0.13506788,-10.222257,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-luna,arc-agi-2-semi-private,0.38633454,1.1758838,-4.245093,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-luna,frontiermath-v2-tier-4,0.4462871,0.4184565,0.0890232,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-luna,frontiermath-v2-tiers-1-3,1.5234954,1.4427655,0.5314892,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-sol,arc-agi-2-semi-private,2.5123057,2.5096753,0.0075894357,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-sol,frontiermath-v2-tier-4,1.5804504,1.7096455,-0.31877562,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-sol,frontiermath-v2-tiers-1-3,2.103347,2.324843,-1.1844842,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-sol,matharena-composite,0.47260442,0.36345577,1.6868058,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-terra,arc-agi-2-semi-private,1.6508063,1.693241,-0.170846,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-terra,frontiermath-v2-tier-4,0.8823892,0.9192888,-0.11009365,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-5.6-terra,frontiermath-v2-tiers-1-3,1.8123788,1.7849096,0.16387907,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-6-astra,arc-agi-2-semi-private,2.944439,3.2072263,-0.6273959,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-6-astra,frontiermath-v2-tier-4,3.6888795,2.384916,1.3190029,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-6-astra,frontiermath-v2-tiers-1-3,2.696877,2.7861547,-0.37299407,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-oss-120b,livecodebench-v6-pro,1.3009808,1.3470392,-0.6135547,true
1c6ebe9e-7458-4a33-958d-496bcb174c56,gpt-oss-120b,lmarena-text-style-controlled,-0.11884375,0.081724726,-35.793507,true
